Fonte de Recursos,Despesa,Liquidado,Unnamed: 3,id_fonte,nome_fonte,liquidado_brl
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901210 - PESSOAL MILITAR-1/3 FERIAS,"         155.487.592,10",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,807820235.99634
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901211 - ABONO DE PERMANENCIA,"          36.562.520,37",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,189956918.330298
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901212 - LICENCA PREMIO - PESSOAL MILITAR,"          69.645.973,30",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,361838689.68282
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901312 - OUTRAS CONTRIBUICOES DE PREV.SOCIAL,"         398.021.884,97",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2067882901.1731381
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901313 - FUNDO DE GARANTIA POR TEMPO DE SERVICO,"         451.189.769,45",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2344111328.20053
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901320 - OUTRAS CONTRIB.PREV.SOCIAL-13 SALARIO,"          33.739.322,18",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,175289274.453972
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901321 - FGTS-13 SALARIO,"          11.948.435,68",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,62076902.731872
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901322 - PARCELAM.DE DEBITOS JUNTO A PREV.SOCIAL,"         194.611.317,99",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,1011083641.4852461
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901323 - PREVIDENCIA SOCIAL/PESSOAL CLT,"       1.193.470.771,92",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,6200558048.433168
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901324 - PREVIDENCIA SOCIAL/PESSOAL COMISSIONADO,"          73.652.050,20",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,382651861.60908
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901327 - ENC.PATRO.POR DEMISSAO DE SERVIDOR/EMPREGADO,"             126.809,80",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,658827.6349200001
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901611 - VERBA HONORARIA,"         169.310.299,35",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,879634729.24299
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901612 - VERBA HONORARIA-13 SALARIO,"             499.023,13",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2592624.7696020002
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901613 - HORA EXTRA,"          70.938.825,07",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,368555571.768678
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31901616 - DESPESAS EVENTUAIS DE PESSOAL CIVIL,"          14.101.579,29",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,73263345.043266
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909208 - DESP.DE EXERC.ANTERIORES- PESSOAL REQUISITAD,"             884.643,35",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,4596076.06059
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909226 - VENC. E VANTAGENS FIXAS DE EXERC. ANTERIORES,"         874.463.444,64",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,4543187380.282656
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909227 - INATIVOS DE EXERCíCIOS ANTERIORES,"          38.249.168,95",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,198719732.36283
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909228 - PENSIONISTAS DE EXERCICIOS ANTERIORES,"              92.275,91",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,479410.262814
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909229 - ENCARGOS SOCIAIS DE EXERCICIOS ANTERIORES,"           9.251.052,68",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,48062919.093672
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909412 - INDENIZ.POR DEMISSAO DE SERVID.OU EMPREG.,"           5.209.164,95",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,27063695.581230003
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909413 - DESP.COM INCENTIVO A DEMISSAO VOLUNTARIA,"           8.126.920,82",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,42222604.428228006
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909416 - OUTRAS INDENIZACOES DE PESSOAL,"             815.554,59",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,4237132.316886
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909434 - REEMB.FERIAS-OUTRO PODER E MIN.PUBL.-ATIVOS,"         179.185.129,36",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,930938421.0769441
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909435 - REMB.FERIAS-OUTRO PODER E MIN.PUBLI-INATIVOS,"           7.546.621,21",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,39207715.834434
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909601 - RESSARC. DESP. PESS.REQUISITADO DE EMPRESAS,"         130.383.682,77",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,677395385.463258
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909602 - RESSARC.DESP.PESS.REQUISITADO-OUTROS PODERES,"              61.584,81",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,319957.721874
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31909603 - RESSARC. DESP.PESS.REQUISITADO-OUTRAS ESFERA,"           2.393.024,09",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,12432717.357185999
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31910701 - CONTRIBUICAO PATRONAL,"           4.899.509,00",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,25454909.0586
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31910843 - AUXíLIO-RECLUSãO (LC 1.012/07),"                 100,00",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,519.5400000000001
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31911113 - VENCIMENTOS,"         812.418.674,11",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,4220839979.471094
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31911301 - CONTRIB PATRONAL-SAO PAULO PREVIDENCIA-SPPRE,"       6.968.315.732,98",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,36203187559.12429
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31911302 - CONTRIB ESTADO P/COBERTURA INSUF FIN-SPPREV,"      21.706.490.260,05",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,112773899497.06377
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31911305 - OBRIGACOES PATRONAIS,"         193.632.144,59",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,1005996444.002886
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31911617 - OUTRAS DESPESAS VARIAVEIS-PESSOAL CIVIL,"           2.516.126,00",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,13072281.0204
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31919224 - DESPESAS DE PESSOAL DE EXERCíCIOS ANTERIORES,"          15.337.268,65",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,79683245.54421
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,31919417 - INDENIZACOES DE PESSOAL,"             630.359,87",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,3274971.668598
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,32902110 - JUROS SOBRE A DIVIDA POR CONTRATO,"      11.090.925.359,74",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,57621793613.993195
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,32902121 - JUROS S/A DIVIDA EXTERNA POR CONTRATO,"         753.598.844,34",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,3915247435.8840365
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,32902201 - ENCARGOS COM INSTITUICOES FINANCEIRAS,"                 132,16",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,686.624064
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,32902210 - OUTROS ENCARGOS S/A DIVIDA POR CONTRATO,"         128.189.839,92",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,665997494.320368
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,32902221 - ENCARGOS S/A DIVIDA EXTERNA POR CONTRATO,"          19.552.559,62",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,101583368.249748
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,32912110 - JUROS SOBRE A DIVIDA POR CONTRATO,"          38.778.608,60",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,201470383.12044
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,32912121 - JUROS S/A DIVIDA EXTERNA POR CONTRATO,"          15.748.535,75",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,81819942.63555
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,32912210 - OUTROS ENCARGOS S/A DIVIDA POR CONTRATO,"             838.184,31",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,4354702.764174
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,32912221 - ENCARGOS S/A DIVIDA EXTERNA POR CONTRATO,"             432.812,19",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2248632.451926
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33403001 - TRANSF.PARA MATERIAL DE CONSUMO,"         139.672.563,97",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,725654838.849738
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33403347 - TRANSPORTE ESCOLAR,"         590.066.086,89",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,3065629347.828306
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33403901 - TRANSFERENCIAS PARA SERVICOS,"         233.543.382,98",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,1213351291.934292
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33413001 - TRANSFERENCIAS PARA MATERIAL DE CONSUMO,"          93.020.014,31",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,483276182.34617406
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33413901 - TRANSFERENCIAS PARA SERVICOS,"          21.996.246,03",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,114279296.624262
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33413999 - OUTROS SERVICOS DE TERCEIROS,"         157.151.462,20",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,816464706.71388
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33503977 - CONVENIOS C/ENTID.PRIVADAS S/FINS LUCRATIVOS,"          10.977.639,36",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,57033227.530944
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33504104 - CONTR.A ENT.PRIVAD.S/FINS LUCRATIV  EXERC.AN,"             627.051,26",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,3257782.116204
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33504106 - CONTR.A APM-PDDE PAULISTA-LEI 17.149/2019,"         426.899.500,00",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2217913662.3
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33504372 - LEITO-DIA                 EXERCICIO ANTERIOR,"             411.000,00",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2135309.4
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33504374 - CONV.C/UNIV.E FACULD.S/FINS LUCRATIVOS,"         249.860.206,69",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,1298123717.8372262
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33504376 - SUBVENCOES A ENTIDADES DE SAUDE,"         555.839.279,93",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2887807394.948322
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33504379 - CONVENIOS COM ORGANIZACOES SOCIAIS,"         277.228.323,77",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,1440312033.314658
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33504381 - TERMO DE COLABORACAO COM ORGS.SOCIEDADE CIVI,"          69.417.094,94",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,360649575.051276
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33504382 - TERMO DE FOMENTO COM ORGS.DA SOCIEDADE CIVIL,"           4.204.440,00",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,21843747.576
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33504390 - OUTRAS SUBVENCOES SOCIAIS,"       1.047.348.578,96",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,5441394807.128784
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33604504 - SUBVENCOES ECONOMICAS,"           2.360.000,00",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,12261144.0
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33674505 - CONTRAP.PECUN.P/PREST.SERV.EM CONC.PATROC.PP,"          64.364.546,00",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,334399562.2884
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33678301 - CONTRAP.PECUN.P/PREST.SERV.EM CONCES.ADM.PPP,"         309.408.315,87",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,1607499964.270998
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33704110 - TRANSF.A INST.MULTIGOVERN.NACIONAIS,"          97.295.453,50",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,505488799.1139
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33900810 - AUXILIO-CRECHE E AUXILIO-ESCOLA,"          13.179.143,71",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,68470923.23093401
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33900841 - AUXILIO FUNERAL - OUTROS PODERES,"           1.555.822,51",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,8083120.268454
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33900842 - AUXILIO FUNERAL - PODER EXECUTIVO,"          30.374.820,44",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,157809342.113976
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33900844 - AUXILIO FUNERAL - OUTROS PODERES - INATIVOS,"             363.211,29",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,1887027.936066
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33900845 - AUXILIO FUNERAL - PODER EXECUTIVO - INATIVOS,"           1.830.565,87",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,9510521.920998001
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33900846 - AUXILIO SAUDE - OUTROS PODERES,"              14.670,06",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,76216.829724
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33901401 - DIARIAS PESSOAL CIVIL,"          94.681.133,69",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,491906361.97302604
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33901403 - DIARIA ESPEC.JORNADA EXTR. TRAB.PENITENCIARI,"          37.998.996,56",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,197419986.72782403
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33901404 - DIARIA ESP.JOR.EXTR.TRAB.POL.CIVIL-LC 1280/1,"             977.961,58",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,5080901.592732
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33901416 - DIARIAS NO EXTERIOR,"           3.077.255,90",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,15987575.302860001
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33901501 - DIARIAS PESSOAL MILITAR,"          13.544.195,09",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,70367511.170586
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33901502 - DIARIAS MILITAR-EM SERVS.DE SEGURANCA PESSOA,"             625.338,77",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,3248885.0456580003
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33901503 - DIARIA ESP JORN EXT TRAB POL. MILITAR-DEJEM,"         212.550.311,23",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,1104283886.9643419
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33901801 - AUXILIO FINANCEIRO A ESTUDANTES,"          32.286.172,11",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,167739578.580294
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33901803 - AUX.FIN.A ESTUD.CONCEDIDO PELAS UNIV.PAULIST,"         105.439.812,78",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,547802003.317212
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33902001 - AUXILIO FINAN.A PESQUISADORES-PESQ.INDIVIDUA,"         953.964.583,44",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,4956227596.804176
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33902002 - AUXíLIO FINAN.A PESQUISADORES-PESQ.COLETIVA,"              12.682,32",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,65889.725328
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903010 - GENEROS ALIMENTICIOS,"         523.514.290,17",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2719866143.149218
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903011 - GENEROS ALIMENTICIOS PPAIS - LEI 14.591/11,"          10.192.934,17",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,52956370.186818
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903012 - MATERIAL DE CAMA, MESA E BANHO","           4.824.986,50",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,25067734.8621
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,"33903013 - MATERIAL E UTENS.P/REFEITORIO,COPA E COZINHA","           9.800.861,20",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,50919394.27848
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903014 - MATERIAL DE LIMPEZA,"           8.628.176,33",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,44826827.304882005
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903015 - ARTIGOS DE HIGIENE PESSOAL,"          49.398.768,26",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,256646360.618004
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903016 - MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,"           7.809.052,89",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,40571153.384706
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903019 - LUBRIFICANTE AUTOMOTIVO,"             502.407,55",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2610208.1852700002
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903021 - GASOLINA AUTOMOTIVA,"             415.638,71",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,2159409.3539340002
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903022 - DIESEL AUTOMOTIVO,"           2.727.135,58",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,14168560.192332001
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903023 - ETANOL AUTOMOTIVO,"           1.400.435,43",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,7275822.233022
001 - TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,33903024 - OUTROS COMBUSTIVEIS E LUBRIFICANTES,"          47.550.523,59",,1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,247043990.25948602
