fund_id,fund_name,Receita,Arrecadado,collected_brl
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17180161 - COTA-PARTE IPI-ESTADO EXP.PROD.IND- PRINCIPA,"802778522,61",4170755536.3679943
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17180181 - COTA-PARTE IOF-IMP.OPER.FINANCEIRA- PRINCIPA,"349778,63",1817239.894302
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17180351 - TRANSFERENCIA REC.SUS-GESTAO SUS - PRINCIPAL,"2490,1",12937.06554
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17189911 - OUTRAS TRANSFERENCIAS DA UNIAO - PRINCIPAL,"308197299,2",1601208248.26368
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,17289911 - OUTRAS TRANSFERENCIAS DOS ESTADOS - PRINCIPA,"2,85",14.806890000000001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,"21972679,85",114156860.89269002
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19229911 - OUTRAS RESTITUIC,"28016,35",145556.14479
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19280111 - INDENIZAC,"250830,99",1303167.325446
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,"235946815,49",1225838085.196746
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19280311 - RESSARCIMENTO-ESPECIF.E/DF/M-PRINCIPAL,9884963,51356336.7702
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,"143888186,35",747556683.36279
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909912 - OUTRAS RECEITAS - PRIMARIAS - MULTAS E JUROS,"4289,36",22284.940943999998
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909913 - OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA,"3903171,51",20278537.263054
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909914 - OUTRAS REC-PRIMARIAS-DIV.ATIVA-MULTAS/JUROS,"114006,37",592308.694698
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,19909921 - OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL,0,0.0
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,22130011 - ALIENACAO BENS MOVEIS/SEMOVENTES- PRINCIPAL,"229090055,67",1190214475.227918
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,22180121 - ALIENACAO INVESTIMENTOS PERMANENTES-PRINCIPA,"11,43",59.383422
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,22200011 - ALIENACAO DE BENS IMOVEIS - PRINCIPAL,"1347336,89",6999954.078306
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,23000611 - AMORTIZACAO EMPRESTIMO CONTRATUAL-PRINCIPAL,"1536149,52",7980911.216208001
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,29900011 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL,"2841347437,1",14761936474.709341
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,79229911 - OUTRAS RESTITUICOES-PRINC INTRAORCAMENTARIAS,0,0.0
1.0,TESOURO-DOT.INICIAL E CRED.SUPLEMENTAR,89100011 - INTEGRALIZACAO CAPITAL SOCIAL-PRINCIPAL INTR,0,0.0
2.0,RECURSOS VINCULADOS ESTADUAIS,11130111 - IRRF - IMP.RENDA PESSOA FISICA-PRINCIPAL,"11386,74",59158.668996
2.0,RECURSOS VINCULADOS ESTADUAIS,11180121 - IPVA - IMP. PROPR. VEIC. AUTOM  - PRINCIPAL,"8202995933,47",42617845072.75004
2.0,RECURSOS VINCULADOS ESTADUAIS,11180122 - IPVA - MULTAS E  JUROS,"6927,39",35990.562006
2.0,RECURSOS VINCULADOS ESTADUAIS,11180123 - IPVA - DIVIDA ATIVA,"235614546,73",1224111816.081042
2.0,RECURSOS VINCULADOS ESTADUAIS,11180124 - IPVA - MULTA E JUROS-DIVIDA ATIVA,"401195,68",2084372.035872
2.0,RECURSOS VINCULADOS ESTADUAIS,11180211 - ICMS - PRINCIPAL,"35750515876,59",185738230185.2357
2.0,RECURSOS VINCULADOS ESTADUAIS,11180212 - ICMS - MULTAS E JUROS,"554867021,69",2882756124.4882264
2.0,RECURSOS VINCULADOS ESTADUAIS,11180213 - ICMS - DIVIDA ATIVA,"602502939,79",3130243773.384966
2.0,RECURSOS VINCULADOS ESTADUAIS,11180214 - ICMS - DIVIDA ATIVA - MULTAS E JUROS,"184339036,82",957715031.894628
2.0,RECURSOS VINCULADOS ESTADUAIS,11220111 - TAXA PELA  PRESTACAO DE SERVICOS-PRINCIPAL,"991807267,56",5152835477.881224
2.0,RECURSOS VINCULADOS ESTADUAIS,11220113 - TAXAS PELA PRESTACAO DE SERVICOS-DIVIDA ATIV,"2919700,05",15169009.63977
2.0,RECURSOS VINCULADOS ESTADUAIS,11220114 - TX PRESTACAO SERVICOS-DIV. ATIVA-MULTAS/JURO,"950470,92",4938076.617768001
2.0,RECURSOS VINCULADOS ESTADUAIS,"11220211 - EMOLUMENTOS,CUSTAS JUDICIAIS - PRINCIPAL","894731275,48",4648486868.628793
2.0,RECURSOS VINCULADOS ESTADUAIS,11280191 - TAXAS DE INSPEC.CONTROLE E FISCALIZAC -OUTRA,"31638,83",164376.377382
2.0,RECURSOS VINCULADOS ESTADUAIS,12109911 - OUTRAS CONTRIBUIC,"22906039,53",119006037.77416201
2.0,RECURSOS VINCULADOS ESTADUAIS,12180111 - CPSSS - SERVIDOR CIVIL  ATIVO - PRINCIPAL,"29146893,48",151429770.38599202
2.0,RECURSOS VINCULADOS ESTADUAIS,12180113 - CONTRIB.REG.GER.PREV.SOC-RGPS-DIVIDA ATIVA,"150285,63",780793.962102
2.0,RECURSOS VINCULADOS ESTADUAIS,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"46029392,34",239141104.96323603
2.0,RECURSOS VINCULADOS ESTADUAIS,13310211 - DELEG.P/PREST.SERV.TRANSP.FERROVIARIO-PRINC,"35717,18",185565.036972
2.0,RECURSOS VINCULADOS ESTADUAIS,13310311 - DELEG.P/PREST.DOS SERV.DE TRANSP.METROV-PRIN,"3229480,4",16778442.47016
2.0,RECURSOS VINCULADOS ESTADUAIS,13320111 - DELEG.EXPL. TRANSP.RODOV.SETOR PRIVADO-PRINC,0,0.0
2.0,RECURSOS VINCULADOS ESTADUAIS,16100111 - SERVICO ADMINISTRATIVO/COML.GERAL -PRINCIPAL,"1491644,76",7749691.186104001
2.0,RECURSOS VINCULADOS ESTADUAIS,16909911 - OUTROS SERVICOS - PRINCIPAL,"210250633,38",1092336140.662452
2.0,RECURSOS VINCULADOS ESTADUAIS,17180161 - COTA-PARTE IPI-ESTADO EXP.PROD.IND- PRINCIPA,"267592840,93",1390251845.7677221
2.0,RECURSOS VINCULADOS ESTADUAIS,17180211 - COTA-PARTE COMPENSACAO FIN.REC. HIDRICO-PRIN,"55235470,48",286970363.331792
2.0,RECURSOS VINCULADOS ESTADUAIS,17180221 - COTA-PARTE COMPENSACAO FIN.REC.MINERAL-PRINC,"8055862,69",41853429.01962601
2.0,RECURSOS VINCULADOS ESTADUAIS,17180231 - COTA-PARTE ROYALTIE-COMP.FIN.PROD.PETR-PRINC,"683579087,04",3551466788.8076158
2.0,RECURSOS VINCULADOS ESTADUAIS,17180251 - COTA-PARTE ROYALTIE-PART.ESPECIAL-PRINCIPAL,"1589590436,25",8258558152.493251
2.0,RECURSOS VINCULADOS ESTADUAIS,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,"1338959707,58",6956431264.761132
2.0,RECURSOS VINCULADOS ESTADUAIS,19100611 - MULTA ADM.POR DANOS AMBIENTAIS-PRINCIPAL,"7567924,78",39318396.402012005
2.0,RECURSOS VINCULADOS ESTADUAIS,19280111 - INDENIZAC,"307,05",1595.2475700000002
2.0,RECURSOS VINCULADOS ESTADUAIS,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,"1311941,53",6816061.024962001
2.0,RECURSOS VINCULADOS ESTADUAIS,19280311 - RESSARCIMENTO-ESPECIF.E/DF/M-PRINCIPAL,"2066855,9",10738143.14286
2.0,RECURSOS VINCULADOS ESTADUAIS,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,"520812,27",2705828.0675580003
2.0,RECURSOS VINCULADOS ESTADUAIS,19909913 - OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA,"145796095,41",757469034.093114
2.0,RECURSOS VINCULADOS ESTADUAIS,19909914 - OUTRAS REC-PRIMARIAS-DIV.ATIVA-MULTAS/JUROS,"3032507,55",15755089.72527
2.0,RECURSOS VINCULADOS ESTADUAIS,19909921 - OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL,0,0.0
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,11130311 - IRRF-IMP. RENDA RET. FTE-TRABALHO-PRINCIPAL,"7010158,42",36420577.055268005
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,11130341 - IRRF-OUTROS RENDIMENTOS-PRINCIPAL,1095,5688.963000000001
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,11210411 - TAXA CONTROLE E FISCALIZ.AMBIENTAL-PRINCIPAL,"21107237,56",109660542.019224
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,11220111 - TAXA PELA  PRESTACAO DE SERVICOS-PRINCIPAL,"480456620,99",2496164328.6914463
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,"11220211 - EMOLUMENTOS,CUSTAS JUDICIAIS - PRINCIPAL",0,0.0
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,12109911 - OUTRAS CONTRIBUIC,"1199707775,49",6232961776.780746
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13100111 - ALUGUEIS E ARRENDAMENTOS - PRINCIPAL,"22130333,28",114975933.52291201
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13109911 - OUTRAS RECEITAS IMOBILIARIAS - PRINCIPAL,"6516187,38",33854199.914052
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"250762507,21",1302811529.9588342
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13290011 - OUTROS VALORES MOBILIARIOS - PRINCIPAL,"5723213,53",29734383.573762003
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13310211 - DELEG.P/PREST.SERV.TRANSP.FERROVIARIO-PRINC,"384396,57",1997093.939778
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13320111 - DELEG.EXPL. TRANSP.RODOV.SETOR PRIVADO-PRINC,"4196824,16",21804180.240864
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,13600111 - CESSAO DIREITO OPERACIONAL.PAGTOS- PRINCIPAL,"2395883031,14",12447570699.984756
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,14000011 - RECEITA AGROPECUARIA - PRINCIPAL,"5093465,03",26462588.216862004
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,15000011 - RECEITA INDUSTRIAL - PRINCIPAL,"8281133,1",43023798.90774
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16100111 - SERVICO ADMINISTRATIVO/COML.GERAL -PRINCIPAL,"63888990,65",331928862.02301
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16100211 - INSCRICAO CONCURSO/PROC.SELETIVOS- PRINCIPAL,"36980698,23",192129519.584142
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16200111 - SERVICOS DE NAVEGACAO - PRINCIPAL,"3928726,51",20411305.710054
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16200211 - SERVICOS DE TRANSPORTE - PRINCIPAL,"1772612,33",9209430.099282
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16380111 - SERVICOS HOSPITALARES - PRINCIPAL,"13722,05",71291.53857
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16380121 - SERV.REGISTRO ANALISE E CONTROLE- PRINCIPAL,"199915,28",1038639.845712
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,16909911 - OUTROS SERVICOS - PRINCIPAL,"298571751,89",1551199679.769306
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17481011 - OUTRA TRANSF.INST.PRIV. AO E/DF/M-PRINCIPAL,"52960273,65",275149805.72121
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,17781011 - OUTRA TRANSF.CONV.EXTERIOR-ESPEC E/DF/M-PRIN,"2089869,57",10857708.363978
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19100111 - MULTAS PREVISTAS LEG. ESPECIFICA-PRINCIPAL,"31610790,29",164230699.872666
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19100611 - MULTA ADM.POR DANOS AMBIENTAIS-PRINCIPAL,"30672811,73",159357526.062042
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19100811 - MULTAS DECORRENTES SENTENCAS JUD-PRINCIPAL,"12904037,31",67041635.44037401
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19210111 - INDENIZACAO DANOS CAUSADOS A PATRIM.PUB-PRIN,"33309989,61",173058720.01979402
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19221011 - RESTITUICAO DECOR. NAO APLIC.INC.FISCAL-PRIN,"3574926,3",18573172.09902
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19229911 - OUTRAS RESTITUIC,"1389,62",7219.631748
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19280111 - INDENIZAC,"738676,62",3837720.511548
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19280291 - OUTRAS RESTITUICOES-ESPECIF.E/DF/M-PRINCIPAL,"119218233,99",619386412.871646
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19901211 - ENCARGOS LEGAIS INSCR. DIV.ATIVA-PRINCIPAL,"216857209,57",1126659946.599978
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19901221 - ONUS DE SUCUMBENCIA - PRINCIPAL,"97551,55",506819.32287000003
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19909911 - OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL,"97284676,06",505432806.002124
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19909913 - OUTRAS RECEITAS - PRIMARIAS - DIVIDA ATIVA,"21909279,43",113827470.350622
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19909914 - OUTRAS REC-PRIMARIAS-DIV.ATIVA-MULTAS/JUROS,"60315,34",313362.317436
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,19909921 - OUTRAS RECEITAS - FINANCEIRAS - PRINCIPAL,0,0.0
3.0,RECURSOS VINCULADOS-FUNDO ESPECIAL DE DESPES,22130011 - ALIENACAO BENS MOVEIS/SEMOVENTES- PRINCIPAL,"7688498,75",39944826.40575
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,11220111 - TAXA PELA  PRESTACAO DE SERVICOS-PRINCIPAL,"1561242,11",8111277.258294001
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,11280191 - TAXAS DE INSPEC.CONTROLE E FISCALIZAC -OUTRA,"69996622,87",363660454.45879805
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12100611 - CONTRIB.FDO ASSIST.MED.POL.MILITAR- PRINCIPA,"214881924,13",1116397548.6250021
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12100631 - CONTRIB.FDO ASSIST.MED.SERV.CIVIL- PRINCIPAL,"849245600,64",4412170593.565056
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12100691 - CONTRIB.FDO ASSIST.MED.OUTRO BENEF- PRINCIPA,"104489562,18",542865071.349972
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12109911 - OUTRAS CONTRIBUIC,0,0.0
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12180111 - CPSSS - SERVIDOR CIVIL  ATIVO - PRINCIPAL,"3029161327,28",15737704759.750513
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12180112 - CONTRIB.SERV.ATIVO CIVIL-RPPS - MULTAS/ JURO,"1716,48",8917.800192
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12180121 - CPSSS-SERV.CIVIL INATIVO - PRINCIPAL,"674498550,71",3504289770.358734
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12180131 - CPSSS-SERV.CIVIL PENSIONISTA - PRINCIPAL,"189042129,79",982149481.110966
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12180141 - CPSSS DE SENT.JUDICIAIS-SERV.CIVIL ATIVO,"111876755,07",581244493.290678
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12180511 - CONTRIBUICAO DO MILITAR ATIVO - PRINCIPAL,"573823046,29",2981240254.695066
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12180521 - CONTRIBUICAO DO MILITAR INATIVO - PRINCIPAL,"208369341,36",1082562076.1017442
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,12180531 - CONTRIB. DOS PENSIONIS. MILITARES - PRINCIPA,"67073934,64",348475920.028656
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13100111 - ALUGUEIS E ARRENDAMENTOS - PRINCIPAL,"103788822,82",539224450.079028
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13210011 - REMUNERACAO  DEPOSITOS BANCARIOS - PRINCIPAL,"296789491,9",1541940126.21726
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13210041 - REMUNERACAO RECURSOS RPPS-PRINCIPAL,"18498969,71",96109547.23133402
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13220011 - DIVIDENDOS - PRINCIPAL,"350548,8",1821241.23552
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13320111 - DELEG.EXPL. TRANSP.RODOV.SETOR PRIVADO-PRINC,"434193298,02",2255807860.533108
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13320411 - DELEGACAO EXPL.INFRA AEROPORTUARIA-PRINCIPAL,"26964064,5",140089100.7033
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13450111 - OUTORGA DIREITO USO REC. HIDRICOS-PRINCIPAL,"2761855,93",14348946.298722
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,13600111 - CESSAO DIREITO OPERACIONAL.PAGTOS- PRINCIPAL,"9175496,36",47670373.788744
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,14000011 - RECEITA AGROPECUARIA - PRINCIPAL,"10627365,74",55213415.965596005
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,15000011 - RECEITA INDUSTRIAL - PRINCIPAL,"112926178,35",586696666.99959
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16100111 - SERVICO ADMINISTRATIVO/COML.GERAL -PRINCIPAL,"53054362,6",275638635.45204
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16100211 - INSCRICAO CONCURSO/PROC.SELETIVOS- PRINCIPAL,"5753321,01",29890803.975354
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,"16100311 - SERVICO REGISTRO,CERTIFIC,FISCAL.- PRINCIPAL","1419454,26",7374632.662404001
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16200211 - SERVICOS DE TRANSPORTE - PRINCIPAL,"1538119546,55",7991146292.14587
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16380111 - SERVICOS HOSPITALARES - PRINCIPAL,"3992508,08",20742676.478832003
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16380191 - OUTROS SERVICOS DE SAUDE - PRINCIPAL,"484421400,65",2516762944.93701
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16400111 - RETORNO OPERACOES/JUROS/ ENC.FIN.-PRINCIPAL,"2428693,02",12618031.716108
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,16909911 - OUTROS SERVICOS - PRINCIPAL,"643316170,83",3342284833.9301825
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17281021 - TRANSF.CONVENIO ESTADO AO PROG.EDUCACAO-PRIN,"658227,7",3419756.19258
4.0,REC.PROPRIO-ADM.IND.-DOT.INIC.CR.SUPL.,17281091 - OUTRAS TRANSF.CONVENIOS ESTADO-PRINCIPAL,"6186776,8",32142780.18672
